% of Total Issued Shares/Warrants/Units,CCASS ID,Date,DoD Change,Shareholding,Ticker
0.0,B01978,2020/07/21,0.0,"11,500",9988
0.0,B01930,2020/07/21,0.0,"11,400",9988
0.0,B01980,2020/07/21,0.0,"11,300",9988
0.0,B01982,2020/07/21,0.0,"11,200",9988
0.0,B01810,2020/07/21,0.0,"11,100",9988
0.0,B01530,2020/07/21,0.0,"11,000",9988
0.0,B01815,2020/07/21,0.0,"10,600",9988
0.0,B01665,2020/07/21,0.0,"10,500",9988
0.0,B01525,2020/07/21,0.0,"10,400",9988
0.0,B01784,2020/07/21,0.0,"10,300",9988
0.0,B02085,2020/07/21,0.0,"10,200",9988
0.0,B01374,2020/07/21,0.0,"10,100",9988
0.0,B01510,2020/07/21,0.0,"10,000",9988
0.0,B01738,2020/07/21,0.0,"10,000",9988
0.0,B01909,2020/07/21,0.0,"10,000",9988
0.0,B01297,2020/07/21,0.0,"9,700",9988
0.0,B02054,2020/07/21,0.0,"9,700",9988
0.0,B01372,2020/07/21,0.0,"9,600",9988
0.0,B02020,2020/07/21,0.0,"9,400",9988
0.0,B01294,2020/07/21,0.0,"9,000",9988
0.0,B01981,2020/07/21,0.0,"8,903",9988
0.0,B01765,2020/07/21,0.0,"8,600",9988
0.0,B02181,2020/07/21,0.0,"8,500",9988
0.0,B01521,2020/07/21,0.0,"8,300",9988
0.0,B02173,2020/07/21,0.0,"8,000",9988
0.0,B01927,2020/07/21,0.0,"7,700",9988
0.0,B01447,2020/07/21,0.0,"7,600",9988
0.0,B01248,2020/07/21,0.0,"7,500",9988
0.0,B01550,2020/07/21,0.0,"7,500",9988
0.0,B01577,2020/07/21,0.0,"7,500",9988
0.0,B02031,2020/07/21,0.0,"7,500",9988
0.0,B01745,2020/07/21,0.0,"7,100",9988
0.0,B01761,2020/07/21,0.0,"7,100",9988
0.0,B02018,2020/07/21,0.0,"7,000",9988
0.0,B01989,2020/07/21,0.0,"6,800",9988
0.0,B01385,2020/07/21,0.0,"6,600",9988
0.0,B02179,2020/07/21,0.0,"6,600",9988
0.0,B01292,2020/07/21,0.0,"6,500",9988
0.0,B01906,2020/07/21,0.0,"6,500",9988
0.0,B01833,2020/07/21,0.0,"6,300",9988
0.0,B01454,2020/07/21,0.0,"6,200",9988
0.0,B01619,2020/07/21,0.0,"6,000",9988
0.0,B02003,2020/07/21,0.0,"5,900",9988
0.0,B02116,2020/07/21,0.0,"5,900",9988
0.0,B01880,2020/07/21,0.0,"5,800",9988
0.0,,2020/07/21,0.0,"5,600",9988
0.0,B01410,2020/07/21,0.0,"5,500",9988
0.0,B01501,2020/07/21,0.0,"5,400",9988
0.0,B01547,2020/07/21,0.0,"5,400",9988
0.0,B01678,2020/07/21,0.0,"5,100",9988
0.0,B02091,2020/07/21,0.0,"5,100",9988
0.0,B01157,2020/07/21,0.0,"5,000",9988
0.0,B01790,2020/07/21,0.0,"5,000",9988
0.0,B01886,2020/07/21,0.0,"5,000",9988
0.0,B01922,2020/07/21,0.0,"5,000",9988
0.0,B01783,2020/07/21,0.0,"4,900",9988
0.0,B01988,2020/07/21,0.0,"4,900",9988
0.0,B01660,2020/07/21,0.0,"4,800",9988
0.0,B01732,2020/07/21,0.0,"4,800",9988
0.0,B02111,2020/07/21,0.0,"4,700",9988
0.0,B01535,2020/07/21,0.0,"4,600",9988
0.0,B01341,2020/07/21,0.0,"4,500",9988
0.0,B02023,2020/07/21,0.0,"4,500",9988
0.0,B01816,2020/07/21,0.0,"4,400",9988
0.0,B02087,2020/07/21,0.0,"4,400",9988
0.0,B01975,2020/07/21,0.0,"4,300",9988
0.0,B02101,2020/07/21,0.0,"4,300",9988
0.0,B02137,2020/07/21,0.0,"4,300",9988
0.0,B01457,2020/07/21,0.0,"4,200",9988
0.0,B01679,2020/07/21,0.0,"4,200",9988
0.0,B01527,2020/07/21,0.0,"4,100",9988
0.0,B01771,2020/07/21,0.0,"4,100",9988
0.0,B01852,2020/07/21,-0.01,"4,100",9988
0.0,B01417,2020/07/21,0.0,"4,000",9988
0.0,B02047,2020/07/21,0.0,"4,000",9988
0.0,B02052,2020/07/21,0.0,"4,000",9988
0.0,B02180,2020/07/21,0.0,"4,000",9988
0.0,B02096,2020/07/21,0.0,"3,900",9988
0.0,B01632,2020/07/21,0.0,"3,800",9988
0.0,B01759,2020/07/21,0.0,"3,800",9988
0.0,B01404,2020/07/21,0.0,"3,500",9988
0.0,B01918,2020/07/21,0.0,"3,500",9988
0.0,B02172,2020/07/21,0.0,"3,500",9988
0.0,B01604,2020/07/21,0.0,"3,200",9988
0.0,B01794,2020/07/21,0.0,"3,100",9988
0.0,B01921,2020/07/21,0.0,"3,100",9988
0.0,B01950,2020/07/21,0.0,"3,100",9988
0.0,B01999,2020/07/21,0.0,"3,100",9988
0.0,B02044,2020/07/21,0.0,"3,100",9988
0.0,B01528,2020/07/21,0.0,"3,000",9988
0.0,B01641,2020/07/21,0.0,"3,000",9988
0.0,B01768,2020/07/21,0.0,"3,000",9988
0.0,B01831,2020/07/21,0.0,"3,000",9988
0.0,B02029,2020/07/21,0.0,"2,900",9988
0.0,B01322,2020/07/21,0.0,"2,800",9988
0.0,B02009,2020/07/21,0.0,"2,800",9988
0.0,B02097,2020/07/21,0.0,"2,800",9988
0.0,B01260,2020/07/21,0.0,"2,700",9988
0.0,B01329,2020/07/21,0.0,"2,700",9988
0.0,B01751,2020/07/21,0.0,"2,600",9988
0.0,B02059,2020/07/21,0.0,"2,600",9988
0.0,B02078,2020/07/21,0.0,"2,600",9988
0.0,B02141,2020/07/21,0.0,"2,600",9988
0.0,B01627,2020/07/21,0.0,"2,500",9988
0.0,B01661,2020/07/21,0.0,"2,500",9988
0.0,B01859,2020/07/21,0.0,"2,500",9988
0.0,B01910,2020/07/21,0.0,"2,500",9988
0.0,B02123,2020/07/21,0.0,"2,500",9988
0.0,B02017,2020/07/21,0.0,"2,400",9988
0.0,B02133,2020/07/21,0.0,"2,400",9988
0.0,B01318,2020/07/21,0.0,"2,300",9988
0.0,B01428,2020/07/21,0.0,"2,300",9988
0.0,B01579,2020/07/21,0.0,"2,300",9988
0.0,B01933,2020/07/21,0.0,"2,300",9988
0.0,B02030,2020/07/21,0.0,"2,200",9988
0.0,B02118,2020/07/21,0.0,"2,200",9988
0.0,C00107,2020/07/21,0.0,"2,200",9988
0.0,B02110,2020/07/21,0.0,"2,100",9988
0.0,B02053,2020/07/21,0.0,"2,000",9988
0.0,B01520,2020/07/21,0.0,"1,900",9988
0.0,B01720,2020/07/21,0.0,"1,900",9988
0.0,B01977,2020/07/21,0.0,"1,900",9988
0.0,B02162,2020/07/21,0.0,"1,900",9988
0.0,B01855,2020/07/21,0.0,"1,800",9988
0.0,B02107,2020/07/21,0.0,"1,800",9988
0.0,B01755,2020/07/21,0.0,"1,700",9988
0.0,B01868,2020/07/21,0.0,"1,700",9988
0.0,B02008,2020/07/21,0.0,"1,500",9988
0.0,B01582,2020/07/21,0.0,"1,400",9988
0.0,B02002,2020/07/21,0.0,"1,400",9988
0.0,B02004,2020/07/21,0.0,"1,400",9988
0.0,B01192,2020/07/21,0.0,"1,300",9988
0.0,B01489,2020/07/21,0.0,"1,300",9988
0.0,B01580,2020/07/21,0.0,"1,300",9988
0.0,B01907,2020/07/21,0.0,"1,300",9988
0.0,B02056,2020/07/21,0.0,"1,300",9988
0.0,B01568,2020/07/21,0.0,"1,100",9988
0.0,B02082,2020/07/21,0.0,"1,100",9988
0.0,B02092,2020/07/21,0.0,"1,100",9988
0.0,B02142,2020/07/21,0.0,"1,100",9988
0.0,B01471,2020/07/21,0.0,"1,000",9988
0.0,B01729,2020/07/21,0.0,"1,000",9988
0.0,B01869,2020/07/21,0.0,"1,000",9988
0.0,B01883,2020/07/21,0.0,"1,000",9988
0.0,B02022,2020/07/21,0.0,"1,000",9988
0.0,B02051,2020/07/21,0.0,"1,000",9988
0.0,B02100,2020/07/21,0.0,"1,000",9988
0.0,B02161,2020/07/21,0.0,"1,000",9988
0.0,B01282,2020/07/21,0.0,900,9988
0.0,B01657,2020/07/21,0.0,900,9988
0.0,B02007,2020/07/21,0.0,900,9988
0.0,B02067,2020/07/21,0.0,900,9988
0.0,B02148,2020/07/21,0.0,900,9988
0.0,,2020/07/21,0.0,800,9988
0.0,B02060,2020/07/21,0.0,800,9988
0.0,B02128,2020/07/21,0.0,800,9988
0.0,B01296,2020/07/21,0.0,700,9988
0.0,B01716,2020/07/21,0.0,700,9988
0.0,B01795,2020/07/21,0.0,700,9988
0.0,B01150,2020/07/21,0.0,600,9988
0.0,B01478,2020/07/21,0.0,600,9988
0.0,B01500,2020/07/21,0.0,600,9988
0.0,B01800,2020/07/21,0.0,600,9988
0.0,B01934,2020/07/21,0.0,600,9988
0.0,B02079,2020/07/21,0.0,600,9988
0.0,B02145,2020/07/21,0.0,600,9988
0.0,,2020/07/21,0.0,500,9988
0.0,B01574,2020/07/21,0.0,500,9988
0.0,B01674,2020/07/21,0.0,500,9988
0.0,B01756,2020/07/21,0.0,500,9988
0.0,B01912,2020/07/21,0.0,500,9988
0.0,B01942,2020/07/21,0.0,500,9988
0.0,B02139,2020/07/21,0.0,500,9988
0.0,B02158,2020/07/21,0.0,500,9988
0.0,B01538,2020/07/21,0.0,400,9988
0.0,B01739,2020/07/21,0.0,400,9988
0.0,B01801,2020/07/21,0.0,400,9988
0.0,B01802,2020/07/21,0.0,400,9988
0.0,B02038,2020/07/21,0.0,400,9988
0.0,B02065,2020/07/21,0.0,400,9988
0.0,B02072,2020/07/21,0.0,400,9988
0.0,B02117,2020/07/21,0.0,400,9988
0.0,B02151,2020/07/21,0.0,400,9988
0.0,B01702,2020/07/21,0.0,300,9988
0.0,B01920,2020/07/21,0.0,300,9988
0.0,B02081,2020/07/21,0.0,300,9988
0.0,B02112,2020/07/21,0.0,300,9988
0.0,B02113,2020/07/21,0.0,300,9988
0.0,B02165,2020/07/21,0.0,300,9988
0.0,B02184,2020/07/21,0.0,300,9988
0.0,B01326,2020/07/21,0.0,200,9988
0.0,B01631,2020/07/21,0.0,200,9988
0.0,B01670,2020/07/21,0.0,200,9988
0.0,B01672,2020/07/21,0.0,200,9988
0.0,B01990,2020/07/21,0.0,200,9988
0.0,B02045,2020/07/21,0.0,200,9988
0.0,B02094,2020/07/21,0.0,200,9988
0.0,B02144,2020/07/21,0.0,200,9988
0.0,,2020/07/21,0.0,100,9988
0.0,B01308,2020/07/21,0.0,100,9988
0.0,B01608,2020/07/21,0.0,100,9988
0.0,B01630,2020/07/21,0.0,100,9988
0.0,B01821,2020/07/21,0.0,100,9988
0.0,B01908,2020/07/21,0.0,100,9988
0.0,B01957,2020/07/21,0.0,100,9988
0.0,B01972,2020/07/21,0.0,100,9988
0.0,B01992,2020/07/21,0.0,100,9988
0.0,B02027,2020/07/21,0.0,100,9988
0.0,B02057,2020/07/21,0.0,100,9988
0.0,B02063,2020/07/21,0.0,100,9988
0.0,B02080,2020/07/21,0.0,100,9988
0.0,B02099,2020/07/21,0.0,100,9988
0.0,B02166,2020/07/21,0.0,100,9988
0.0,B02178,2020/07/21,0.0,100,9988
27.22,C00019,2020/07/21,0.0,"2,601,259,312",700
11.16,C00100,2020/07/21,0.0,"1,067,011,677",700
5.43,C00010,2020/07/21,0.0,"518,850,892",700
4.54,C00039,2020/07/21,0.0,"434,283,973",700
3.78,B01274,2020/07/21,0.0,"361,495,924",700
3.77,B01451,2020/07/21,0.0,"360,352,358",700
2.88,B01161,2020/07/21,0.0,"275,337,999",700
2.1,A00003,2020/07/21,0.0,"201,209,304",700
1.47,B01130,2020/07/21,0.0,"140,560,758",700
1.27,C00093,2020/07/21,0.0,"121,570,959",700
1.19,C00074,2020/07/21,0.0,"114,567,838",700
1.01,A00004,2020/07/21,0.0,"97,026,511",700
0.28,C00018,2020/07/21,0.0,"27,537,146",700
0.28,C00033,2020/07/21,0.0,"27,459,726",700
0.23,B01224,2020/07/21,0.0,"22,060,106",700
0.2,B01565,2020/07/21,0.0,"19,590,923",700
0.2,B01955,2020/07/21,0.0,"19,210,810",700
0.19,B01590,2020/07/21,0.02,"19,003,274",700
0.15,C00042,2020/07/21,0.0,"14,560,627",700
0.07,B01089,2020/07/21,0.0,"7,388,549",700
0.06,C00016,2020/07/21,0.0,"6,565,040",700
0.06,B01901,2020/07/21,0.0,"6,126,768",700
0.06,B01376,2020/07/21,0.0,"6,050,430",700
0.05,C00015,2020/07/21,0.0,"5,567,571",700
0.05,B01148,2020/07/21,0.0,"4,904,900",700
0.04,B01086,2020/07/21,0.0,"4,515,114",700
0.04,B01491,2020/07/21,0.0,"4,484,950",700
0.04,C00003,2020/07/21,0.0,"3,908,040",700
0.03,C00088,2020/07/21,-0.01,"3,678,877",700
0.03,B01143,2020/07/21,0.0,"3,447,249",700
0.03,B01413,2020/07/21,0.0,"3,330,055",700
0.03,C00028,2020/07/21,-0.01,"3,235,115",700
0.03,C00036,2020/07/21,0.0,"2,950,597",700
0.03,C00037,2020/07/21,0.0,"2,868,347",700
0.02,B01353,2020/07/21,0.0,"2,683,132",700
0.02,B01581,2020/07/21,0.0,"2,544,990",700
0.02,B01654,2020/07/21,0.0,"2,330,829",700
0.02,B01345,2020/07/21,0.0,"2,329,876",700
0.02,B01115,2020/07/21,0.0,"2,240,226",700
0.02,B01842,2020/07/21,0.0,"2,084,163",700
0.02,B01727,2020/07/21,0.0,"2,070,418",700
0.02,B01777,2020/07/21,0.0,"2,065,350",700
0.01,B01338,2020/07/21,0.0,"1,909,705",700
0.01,B01686,2020/07/21,0.0,"1,876,390",700
0.01,B01938,2020/07/21,0.0,"1,794,158",700
0.01,C00002,2020/07/21,0.0,"1,786,078",700
0.01,C00058,2020/07/21,0.0,"1,783,447",700
0.01,C00041,2020/07/21,0.0,"1,714,490",700
0.01,B01762,2020/07/21,0.0,"1,682,725",700
0.01,B01826,2020/07/21,0.0,"1,630,959",700
0.01,B01118,2020/07/21,-0.01,"1,622,051",700
0.01,B01695,2020/07/21,0.0,"1,495,610",700
0.01,B01610,2020/07/21,0.0,"1,430,250",700
0.01,B01825,2020/07/21,0.0,"1,419,500",700
0.01,B01668,2020/07/21,0.0,"1,371,913",700
0.01,B01228,2020/07/21,0.0,"1,259,410",700
0.01,B01256,2020/07/21,0.0,"1,238,300",700
0.01,B01773,2020/07/21,0.0,"1,175,300",700
0.01,B01272,2020/07/21,0.0,"1,161,620",700
0.01,B01905,2020/07/21,0.0,"1,123,700",700
0.01,B02132,2020/07/21,0.0,"1,120,644",700
0.01,B01947,2020/07/21,0.0,"1,068,284",700
0.0,B01133,2020/07/21,0.0,"945,714",700
0.0,C00095,2020/07/21,0.0,"936,666",700
0.0,B01849,2020/07/21,0.0,"930,800",700
0.0,B01890,2020/07/21,0.0,"789,400",700
0.0,B01584,2020/07/21,0.0,"775,128",700
0.0,B01858,2020/07/21,0.0,"754,741",700
0.0,B01284,2020/07/21,0.0,"740,733",700
0.0,B01929,2020/07/21,0.0,"638,878",700
0.0,B01264,2020/07/21,0.0,"611,882",700
0.0,C00048,2020/07/21,0.0,"589,311",700
0.0,B01893,2020/07/21,0.0,"582,000",700
0.0,B01389,2020/07/21,0.0,"561,500",700
0.0,B01445,2020/07/21,0.0,"525,400",700
0.0,B01347,2020/07/21,0.0,"514,008",700
0.0,B01866,2020/07/21,0.0,"505,700",700
0.0,B01138,2020/07/21,0.0,"480,526",700
0.0,B01948,2020/07/21,0.0,"477,500",700
0.0,B01323,2020/07/21,0.0,"468,248",700
0.0,B01217,2020/07/21,0.0,"464,600",700
0.0,B01497,2020/07/21,0.0,"447,455",700
0.0,B01829,2020/07/21,0.0,"418,150",700
0.0,B01183,2020/07/21,0.0,"347,998",700
0.0,B01939,2020/07/21,0.0,"341,000",700
0.0,B01121,2020/07/21,0.0,"340,740",700
0.0,B01962,2020/07/21,0.0,"334,460",700
0.0,B01832,2020/07/21,0.0,"328,450",700
0.0,B01904,2020/07/21,0.0,"328,031",700
0.0,B01715,2020/07/21,0.0,"323,300",700
0.0,B01818,2020/07/21,0.0,"301,700",700
0.0,B01824,2020/07/21,0.0,"297,700",700
0.0,B01564,2020/07/21,0.0,"296,000",700
0.0,C00011,2020/07/21,0.0,"294,000",700
0.0,B01556,2020/07/21,0.0,"284,200",700
0.0,B01649,2020/07/21,0.0,"278,080",700
0.0,B01184,2020/07/21,0.0,"276,200",700
0.0,B01973,2020/07/21,0.0,"273,600",700
0.0,B01230,2020/07/21,0.0,"231,900",700
0.0,B01119,2020/07/21,0.0,"228,600",700
0.0,B01423,2020/07/21,0.0,"225,254",700
0.0,C00040,2020/07/21,0.0,"223,729",700
0.0,B01493,2020/07/21,0.0,"202,100",700
0.0,B01813,2020/07/21,0.0,"196,066",700
0.0,B01209,2020/07/21,0.0,"195,586",700
0.0,C00102,2020/07/21,0.0,"192,346",700
0.0,B01666,2020/07/21,0.0,"189,000",700
0.0,B01885,2020/07/21,0.0,"186,075",700
0.0,B01900,2020/07/21,0.0,"184,850",700
0.0,B01894,2020/07/21,0.0,"180,825",700
0.0,B01623,2020/07/21,0.0,"178,000",700
0.0,B01641,2020/07/21,0.0,"175,000",700
0.0,B01459,2020/07/21,0.0,"152,708",700
0.0,B01959,2020/07/21,0.0,"150,300",700
0.0,B01494,2020/07/21,0.0,"148,900",700
0.0,B02163,2020/07/21,0.0,"145,799",700
0.0,B01673,2020/07/21,0.0,"145,488",700
0.0,B02176,2020/07/21,0.0,"142,776",700
0.0,B01875,2020/07/21,0.0,"136,300",700
0.0,B01289,2020/07/21,0.0,"133,800",700
0.0,B01324,2020/07/21,0.0,"131,800",700
0.0,B01971,2020/07/21,0.0,"128,900",700
0.0,B01814,2020/07/21,0.0,"125,700",700
0.0,B01937,2020/07/21,0.0,"125,500",700
0.0,B01708,2020/07/21,0.0,"122,700",700
0.0,B01123,2020/07/21,0.0,"122,320",700
0.0,C00026,2020/07/21,0.0,"119,000",700
0.0,B01275,2020/07/21,0.0,"117,600",700
0.0,B01833,2020/07/21,0.0,"100,700",700
0.0,B01699,2020/07/21,0.0,"97,300",700
0.0,B01137,2020/07/21,0.0,"91,797",700
0.0,B01567,2020/07/21,0.0,"91,155",700
0.0,B01169,2020/07/21,0.0,"90,500",700
0.0,B01350,2020/07/21,0.0,"90,100",700
0.0,B01978,2020/07/21,0.0,"90,100",700
0.0,B01831,2020/07/21,0.0,"84,400",700
0.0,B01129,2020/07/21,0.0,"82,400",700
0.0,B01508,2020/07/21,0.0,"80,700",700
0.0,B01998,2020/07/21,0.0,"79,200",700
0.0,B02108,2020/07/21,0.0,"78,000",700
0.0,B01421,2020/07/21,0.0,"76,600",700
0.0,B01246,2020/07/21,0.0,"75,000",700
0.0,B01915,2020/07/21,0.0,"75,000",700
0.0,B01912,2020/07/21,0.0,"74,500",700
0.0,B01753,2020/07/21,0.0,"73,000",700
0.0,B01551,2020/07/21,0.0,"72,420",700
0.0,B01710,2020/07/21,0.0,"71,900",700
0.0,B01925,2020/07/21,0.0,"71,000",700
0.0,B02032,2020/07/21,0.0,"70,300",700
0.0,B01265,2020/07/21,0.0,"68,677",700
0.0,B02022,2020/07/21,0.0,"68,600",700
0.0,B01696,2020/07/21,0.0,"68,100",700
0.0,B01514,2020/07/21,0.0,"64,100",700
0.0,B01298,2020/07/21,0.0,"63,900",700
0.0,B01810,2020/07/21,0.0,"63,000",700
0.0,B01601,2020/07/21,0.0,"62,700",700
0.0,B01830,2020/07/21,0.0,"60,300",700
0.0,B01906,2020/07/21,0.0,"59,700",700
0.0,B01470,2020/07/21,0.0,"52,200",700
0.0,B01848,2020/07/21,0.0,"51,300",700
0.0,B01240,2020/07/21,0.0,"50,828",700
0.0,B01455,2020/07/21,0.0,"50,600",700
0.0,B01555,2020/07/21,0.0,"50,400",700
0.0,B01662,2020/07/21,0.0,"49,600",700
0.0,B01685,2020/07/21,0.0,"48,300",700
0.0,B01788,2020/07/21,0.0,"47,300",700
0.0,B01080,2020/07/21,0.0,"46,700",700
0.0,B01458,2020/07/21,0.0,"46,200",700
0.0,B01734,2020/07/21,0.0,"45,905",700
0.0,B01198,2020/07/21,0.0,"43,920",700
0.0,B01425,2020/07/21,0.0,"43,400",700
0.0,B01787,2020/07/21,0.0,"42,900",700
0.0,B01782,2020/07/21,0.0,"42,700",700
0.0,B01843,2020/07/21,0.0,"41,255",700
0.0,B01717,2020/07/21,0.0,"40,400",700
0.0,B01815,2020/07/21,0.0,"40,200",700
0.0,B01373,2020/07/21,0.0,"39,900",700
0.0,B02141,2020/07/21,0.0,"39,600",700
0.0,B01351,2020/07/21,0.0,"38,600",700
0.0,B01552,2020/07/21,0.0,"37,600",700
0.0,B01940,2020/07/21,0.0,"37,400",700
0.0,B01604,2020/07/21,0.0,"36,300",700
0.0,B01976,2020/07/21,0.0,"35,341",700
0.0,B01320,2020/07/21,0.0,"35,000",700
0.0,B01921,2020/07/21,0.0,"34,300",700
0.0,B01392,2020/07/21,0.0,"33,900",700
0.0,B01669,2020/07/21,0.0,"33,200",700
0.0,B01941,2020/07/21,0.0,"33,082",700
0.0,B01576,2020/07/21,0.0,"32,600",700
0.0,B02120,2020/07/21,0.0,"32,100",700
0.0,B02031,2020/07/21,0.0,"31,900",700
0.0,B02021,2020/07/21,0.0,"31,300",700
0.0,B01958,2020/07/21,0.0,"31,200",700
0.0,B01852,2020/07/21,0.0,"30,400",700
0.0,B02030,2020/07/21,0.0,"30,200",700
0.0,,2020/07/21,0.0,"29,500",700
0.0,B01633,2020/07/21,0.0,"29,500",700
0.0,B01290,2020/07/21,0.0,"27,300",700
0.0,B01511,2020/07/21,0.0,"27,100",700
0.0,B01416,2020/07/21,0.0,"26,870",700
0.0,B01588,2020/07/21,0.0,"26,700",700
0.0,B01433,2020/07/21,0.0,"26,600",700
0.0,B01271,2020/07/21,0.0,"26,300",700
0.0,B01520,2020/07/21,0.0,"26,200",700
0.0,B01967,2020/07/21,0.0,"25,572",700
0.0,B01356,2020/07/21,0.0,"25,100",700
0.0,B01282,2020/07/21,0.0,"24,800",700
0.0,B01401,2020/07/21,0.0,"24,800",700
0.0,B01732,2020/07/21,0.0,"24,400",700
0.0,B01749,2020/07/21,0.0,"24,200",700
0.0,B01447,2020/07/21,0.0,"24,000",700
0.0,B01173,2020/07/21,0.0,"23,800",700
0.0,B01438,2020/07/21,0.0,"23,000",700
0.0,B01519,2020/07/21,0.0,"22,700",700
0.0,B01963,2020/07/21,0.0,"22,500",700
0.0,B01868,2020/07/21,0.0,"22,200",700
0.0,B01721,2020/07/21,0.0,"21,200",700
0.0,B01158,2020/07/21,0.0,"20,600",700
0.0,B01540,2020/07/21,0.0,"20,600",700
0.0,B01292,2020/07/21,0.0,"20,500",700
0.0,B01212,2020/07/21,0.0,"20,100",700
0.0,B01252,2020/07/21,0.0,"20,100",700
0.0,B01259,2020/07/21,-0.01,"19,800",700
0.0,B01253,2020/07/21,0.0,"19,300",700
0.0,B01439,2020/07/21,0.0,"19,300",700
0.0,B01754,2020/07/21,0.0,"19,200",700
0.0,B01563,2020/07/21,0.0,"19,100",700
0.0,B01267,2020/07/21,0.0,"19,000",700
0.0,B01651,2020/07/21,0.0,"18,900",700
0.0,B02159,2020/07/21,0.0,"18,891",700
0.0,B01653,2020/07/21,0.0,"18,800",700
0.0,B01523,2020/07/21,0.0,"18,400",700
0.0,B01700,2020/07/21,0.0,"18,100",700
0.0,B01986,2020/07/21,0.0,"18,000",700
0.0,B01964,2020/07/21,0.0,"17,700",700
0.0,B01592,2020/07/21,0.0,"17,600",700
0.0,B01192,2020/07/21,0.0,"17,400",700
0.0,B02075,2020/07/21,0.0,"17,400",700
0.0,B02026,2020/07/21,0.0,"17,300",700
0.0,B02008,2020/07/21,0.0,"17,200",700
0.0,B01646,2020/07/21,0.0,"17,100",700
0.0,B01702,2020/07/21,0.0,"17,100",700
0.0,B02102,2020/07/21,0.0,"16,600",700
0.0,B01415,2020/07/21,0.0,"16,300",700
0.0,B01853,2020/07/21,0.0,"16,200",700
0.0,B01785,2020/07/21,0.0,"15,700",700
0.0,B02167,2020/07/21,0.0,"15,000",700
0.0,B02099,2020/07/21,0.0,"14,900",700
0.0,B01725,2020/07/21,0.0,"14,300",700
0.0,B01728,2020/07/21,0.0,"14,300",700
0.0,B01855,2020/07/21,0.0,"14,000",700
0.0,B01886,2020/07/21,0.0,"13,700",700
0.0,B01706,2020/07/21,0.0,"13,300",700
0.0,B01741,2020/07/21,0.0,"13,300",700
0.0,B01181,2020/07/21,0.0,"13,200",700
0.0,B01995,2020/07/21,0.0,"12,800",700
0.0,B01329,2020/07/21,0.0,"12,200",700
0.0,B02019,2020/07/21,0.0,"12,200",700
0.0,B01318,2020/07/21,0.0,"12,000",700
0.0,B01450,2020/07/21,0.0,"12,000",700
0.0,B01402,2020/07/21,0.0,"11,800",700
0.0,B01731,2020/07/21,0.0,"11,800",700
0.0,B01341,2020/07/21,0.0,"11,700",700
0.0,B02028,2020/07/21,0.0,"11,700",700
0.0,B01680,2020/07/21,0.0,"11,600",700
0.0,B01809,2020/07/21,0.0,"11,600",700
0.0,B01427,2020/07/21,0.0,"11,000",700
0.0,B01705,2020/07/21,0.0,"11,000",700
0.0,B01981,2020/07/21,0.0,"11,000",700
0.0,B01559,2020/07/21,0.0,"10,700",700
0.0,B01684,2020/07/21,0.0,"10,600",700
0.0,B01294,2020/07/21,0.0,"10,100",700
0.0,B01238,2020/07/21,0.0,"10,000",700
0.0,B01386,2020/07/21,0.0,"10,000",700
0.0,B01546,2020/07/21,0.0,"9,800",700
0.0,B01789,2020/07/21,0.0,"9,800",700
0.0,B01510,2020/07/21,0.0,"9,700",700
0.0,B01636,2020/07/21,0.0,"9,700",700
0.0,B01660,2020/07/21,0.0,"9,700",700
0.0,B01676,2020/07/21,0.0,"9,300",700
0.0,B01191,2020/07/21,0.0,"9,000",700
0.0,B01483,2020/07/21,0.0,"9,000",700
0.0,B01975,2020/07/21,0.0,"9,000",700
0.0,B01724,2020/07/21,0.0,"8,900",700
0.0,B02003,2020/07/21,0.0,"8,600",700
0.0,B02013,2020/07/21,0.0,"8,500",700
0.0,B01606,2020/07/21,0.0,"8,200",700
0.0,B01609,2020/07/21,0.0,"8,200",700
0.0,B01917,2020/07/21,0.0,"8,200",700
0.0,C00099,2020/07/21,0.0,"8,200",700
0.0,B01566,2020/07/21,0.0,"8,100",700
0.0,B01343,2020/07/21,0.0,"7,900",700
0.0,B01362,2020/07/21,0.0,"7,700",700
0.0,B01908,2020/07/21,0.0,"7,700",700
0.0,B01525,2020/07/21,0.0,"7,600",700
0.0,B01909,2020/07/21,0.0,"7,500",700
0.0,B01999,2020/07/21,0.0,"7,500",700
0.0,B02107,2020/07/21,0.0,"7,300",700
0.0,B01372,2020/07/21,0.0,"7,200",700
0.0,B01481,2020/07/21,0.0,"7,200",700
0.0,B01714,2020/07/21,0.0,"7,000",700
0.0,B02035,2020/07/21,0.0,"7,000",700
0.0,B01575,2020/07/21,0.0,"6,900",700
0.0,B01677,2020/07/21,0.0,"6,900",700
0.0,B01340,2020/07/21,0.0,"6,809",700
0.0,B01694,2020/07/21,0.0,"6,700",700
0.0,B02007,2020/07/21,0.0,"6,700",700
0.0,B01374,2020/07/21,0.0,"6,500",700
0.0,B02088,2020/07/21,0.0,"6,500",700
0.0,B01936,2020/07/21,0.0,"6,400",700
0.0,B01679,2020/07/21,0.0,"6,284",700
0.0,B01444,2020/07/21,0.0,"6,200",700
0.0,B01535,2020/07/21,0.0,"6,100",700
0.0,B02042,2020/07/21,0.0,"6,100",700
0.0,B01407,2020/07/21,0.0,"5,803",700
0.0,B01266,2020/07/21,0.0,"5,800",700
0.0,B01990,2020/07/21,0.0,"5,800",700
