% of Total Issued Shares/Warrants/Units,CCASS ID,Date,DoD Change,Shareholding,Ticker
0.0,B01981,2020/07/15,0.0,"2,502",3690
0.0,B01340,2020/07/15,0.0,"1,775",3690
24.81,C00019,2020/07/15,0.0799999999999983,"5,976,567,446",1810
9.18,C00100,2020/07/15,-0.030000000000001137,"2,213,317,260",1810
6.75,C00010,2020/07/15,-0.07000000000000028,"1,626,933,718",1810
4.16,A00003,2020/07/15,0.08999999999999986,"1,003,734,800",1810
3.84,A00004,2020/07/15,0.020000000000000018,"927,058,817",1810
3.02,B01130,2020/07/15,-0.009999999999999787,"728,820,043",1810
2.81,B01161,2020/07/15,-0.06999999999999984,"678,259,593",1810
2.4,C00039,2020/07/15,-0.010000000000000231,"579,257,852",1810
1.96,B01274,2020/07/15,0.020000000000000018,"473,392,518",1810
1.48,B01451,2020/07/15,0.0,"358,778,555",1810
1.44,B01590,2020/07/15,0.010000000000000009,"348,686,981",1810
1.27,C00033,2020/07/15,0.0,"307,640,250",1810
0.76,C00074,2020/07/15,-0.050000000000000044,"184,447,198",1810
0.57,B01228,2020/07/15,0.0,"139,015,690",1810
0.56,B01284,2020/07/15,0.0,"136,539,352",1810
0.49,C00102,2020/07/15,0.0,"120,327,730",1810
0.37,B01955,2020/07/15,-0.010000000000000009,"89,949,896",1810
0.37,B01224,2020/07/15,-0.010000000000000009,"89,598,298",1810
0.32,B01654,2020/07/15,0.010000000000000009,"79,346,554",1810
0.3,B01826,2020/07/15,0.0,"74,114,200",1810
0.28,C00093,2020/07/15,0.0,"69,395,404",1810
0.24,B01565,2020/07/15,0.04999999999999999,"58,205,733",1810
0.23,B01086,2020/07/15,0.0,"56,313,509",1810
0.2,B01143,2020/07/15,0.010000000000000009,"50,398,600",1810
0.2,C00016,2020/07/15,0.0,"49,561,636",1810
0.2,B01901,2020/07/15,0.0,"49,051,738",1810
0.17,B01491,2020/07/15,-0.009999999999999981,"42,816,645",1810
0.17,B01967,2020/07/15,0.0,"42,077,332",1810
0.16,C00042,2020/07/15,0.0,"40,645,085",1810
0.15,B01089,2020/07/15,0.0,"36,355,461",1810
0.14,C00003,2020/07/15,0.0,"35,435,627",1810
0.13,C00088,2020/07/15,0.0,"32,651,505",1810
0.13,B01938,2020/07/15,0.0,"31,700,800",1810
0.12,B01115,2020/07/15,0.0,"31,025,600",1810
0.12,B01148,2020/07/15,0.0,"29,629,506",1810
0.11,B01727,2020/07/15,0.0,"28,112,220",1810
0.1,B01353,2020/07/15,0.0,"25,410,082",1810
0.1,B01345,2020/07/15,0.0,"24,820,755",1810
0.1,B01668,2020/07/15,0.0,"24,389,400",1810
0.09,C00028,2020/07/15,0.0,"22,817,955",1810
0.09,B01272,2020/07/15,0.0,"21,828,400",1810
0.08,C00002,2020/07/15,0.0,"20,700,672",1810
0.08,C00015,2020/07/15,0.0,"19,864,974",1810
0.08,C00036,2020/07/15,0.0,"19,691,800",1810
0.07,C00037,2020/07/15,0.0,"18,184,371",1810
0.06,B01686,2020/07/15,0.0,"15,513,000",1810
0.06,B01209,2020/07/15,0.0,"15,427,649",1810
0.05,C00058,2020/07/15,0.0,"13,887,200",1810
0.05,B01842,2020/07/15,0.0,"13,072,800",1810
0.05,B01825,2020/07/15,0.0,"12,808,200",1810
0.04,B01695,2020/07/15,-0.010000000000000002,"11,938,895",1810
0.04,B01905,2020/07/15,0.0,"11,706,942",1810
0.04,C00041,2020/07/15,0.0,"11,623,400",1810
0.04,B01338,2020/07/15,0.0,"11,586,000",1810
0.04,B01610,2020/07/15,0.0,"10,882,600",1810
0.04,B01829,2020/07/15,0.0,"10,503,060",1810
0.04,B01118,2020/07/15,0.0,"9,951,364",1810
0.04,B01929,2020/07/15,0.0,"9,840,300",1810
0.04,C00048,2020/07/15,0.0,"9,754,200",1810
0.03,B01183,2020/07/15,0.0,"9,195,400",1810
0.03,B01890,2020/07/15,0.0,"9,104,760",1810
0.03,B01584,2020/07/15,0.0,"7,719,492",1810
0.03,B01885,2020/07/15,0.009999999999999998,"7,321,800",1810
0.02,B01347,2020/07/15,0.0,"6,373,800",1810
0.02,B01497,2020/07/15,0.0,"5,927,800",1810
0.02,B01264,2020/07/15,0.0,"5,502,400",1810
0.02,B01623,2020/07/15,0.0,"5,244,100",1810
0.02,B02132,2020/07/15,0.01,"4,936,000",1810
0.01,B01581,2020/07/15,0.0,"4,454,400",1810
0.01,B01673,2020/07/15,0.0,"4,154,400",1810
0.01,B01564,2020/07/15,0.0,"3,763,400",1810
0.01,B01762,2020/07/15,0.0,"3,585,370",1810
0.01,B01830,2020/07/15,0.0,"3,522,500",1810
0.01,B01813,2020/07/15,0.0,"3,507,800",1810
0.01,B01849,2020/07/15,0.0,"3,415,600",1810
0.01,B01423,2020/07/15,0.0,"3,365,000",1810
0.01,B01904,2020/07/15,0.0,"3,302,468",1810
0.01,B01962,2020/07/15,0.0,"3,232,600",1810
0.01,B01818,2020/07/15,0.0,"3,212,559",1810
0.01,B01421,2020/07/15,0.0,"3,180,800",1810
0.01,B01858,2020/07/15,0.0,"3,148,400",1810
0.01,B01413,2020/07/15,0.0,"3,145,200",1810
0.01,B01875,2020/07/15,0.0,"3,139,200",1810
0.01,B01265,2020/07/15,0.0,"3,064,200",1810
0.01,B01900,2020/07/15,0.0,"2,911,200",1810
0.01,B01777,2020/07/15,0.0,"2,878,800",1810
0.01,C00095,2020/07/15,0.0,"2,844,842",1810
0.01,B01981,2020/07/15,0.0,"2,799,462",1810
0.01,B01556,2020/07/15,0.0,"2,673,000",1810
0.01,B01217,2020/07/15,0.0,"2,646,000",1810
0.01,B01525,2020/07/15,0.0,"2,615,400",1810
0.01,B01459,2020/07/15,0.0,"2,576,400",1810
0.01,B01445,2020/07/15,0.01,"2,538,600",1810
0.01,B01939,2020/07/15,0.0,"2,505,200",1810
0.0,B02176,2020/07/15,0.0,"2,376,564",1810
0.0,B01298,2020/07/15,0.0,"2,372,400",1810
0.0,B01389,2020/07/15,0.0,"2,316,600",1810
0.0,B02120,2020/07/15,0.0,"2,240,800",1810
0.0,B01897,2020/07/15,0.0,"2,183,583",1810
0.0,B01959,2020/07/15,0.0,"2,156,800",1810
0.0,B01184,2020/07/15,0.0,"2,143,200",1810
0.0,B01685,2020/07/15,0.0,"2,126,800",1810
0.0,B01246,2020/07/15,0.0,"2,110,000",1810
0.0,B01121,2020/07/15,-0.02,"2,078,222",1810
0.0,B01866,2020/07/15,0.0,"1,895,000",1810
0.0,B01119,2020/07/15,0.0,"1,819,800",1810
0.0,B01947,2020/07/15,0.0,"1,725,000",1810
0.0,B01438,2020/07/15,0.0,"1,697,600",1810
0.0,B01773,2020/07/15,0.0,"1,620,200",1810
0.0,B01649,2020/07/15,0.0,"1,564,600",1810
0.0,B01275,2020/07/15,0.0,"1,531,600",1810
0.0,B01277,2020/07/15,0.0,"1,523,000",1810
0.0,B01169,2020/07/15,0.0,"1,347,000",1810
0.0,B01848,2020/07/15,0.0,"1,303,200",1810
0.0,C00040,2020/07/15,0.0,"1,262,000",1810
0.0,B01137,2020/07/15,0.0,"1,255,600",1810
0.0,B01734,2020/07/15,0.0,"1,105,000",1810
0.0,B01937,2020/07/15,0.0,"1,098,400",1810
0.0,B01289,2020/07/15,0.0,"1,073,200",1810
0.0,B01514,2020/07/15,0.0,"898,600",1810
0.0,B01483,2020/07/15,0.0,"791,000",1810
0.0,B01677,2020/07/15,0.0,"777,200",1810
0.0,B02042,2020/07/15,0.0,"750,800",1810
0.0,B02102,2020/07/15,0.0,"744,800",1810
0.0,B01290,2020/07/15,0.0,"725,600",1810
0.0,B01373,2020/07/15,0.0,"679,400",1810
0.0,B01198,2020/07/15,0.0,"677,200",1810
0.0,B01439,2020/07/15,0.0,"669,400",1810
0.0,B01948,2020/07/15,0.0,"651,400",1810
0.0,B01787,2020/07/15,0.0,"647,400",1810
0.0,B01256,2020/07/15,0.0,"639,400",1810
0.0,B01252,2020/07/15,0.0,"617,000",1810
0.0,B02159,2020/07/15,0.0,"568,907",1810
0.0,B01259,2020/07/15,0.0,"564,600",1810
0.0,B01401,2020/07/15,0.0,"558,400",1810
0.0,B01356,2020/07/15,0.0,"548,600",1810
0.0,B01340,2020/07/15,0.0,"503,000",1810
0.0,B02060,2020/07/15,0.0,"500,000",1810
0.0,B01563,2020/07/15,0.0,"498,800",1810
0.0,B01710,2020/07/15,0.0,"494,200",1810
0.0,B01705,2020/07/15,0.0,"474,600",1810
0.0,B01715,2020/07/15,0.0,"440,200",1810
0.0,B01732,2020/07/15,0.0,"437,200",1810
0.0,B01915,2020/07/15,0.0,"429,997",1810
0.0,B01271,2020/07/15,0.0,"419,400",1810
0.0,B01551,2020/07/15,0.0,"412,800",1810
0.0,B01123,2020/07/15,0.0,"400,000",1810
0.0,B01450,2020/07/15,0.0,"392,400",1810
0.0,B01940,2020/07/15,0.0,"386,800",1810
0.0,B01523,2020/07/15,0.0,"384,600",1810
0.0,B01444,2020/07/15,0.0,"365,000",1810
0.0,B01700,2020/07/15,0.0,"330,600",1810
0.0,B01567,2020/07/15,0.0,"329,400",1810
0.0,B01694,2020/07/15,0.0,"324,000",1810
0.0,B01789,2020/07/15,0.0,"319,800",1810
0.0,B01481,2020/07/15,0.0,"299,600",1810
0.0,B01508,2020/07/15,0.0,"297,000",1810
0.0,B01173,2020/07/15,0.0,"293,800",1810
0.0,B01416,2020/07/15,0.0,"291,400",1810
0.0,B01494,2020/07/15,0.0,"287,800",1810
0.0,B01238,2020/07/15,0.0,"280,600",1810
0.0,B01433,2020/07/15,0.0,"278,202",1810
0.0,B01552,2020/07/15,0.0,"263,600",1810
0.0,B01585,2020/07/15,0.0,"263,200",1810
0.0,B01212,2020/07/15,0.0,"262,600",1810
0.0,B01191,2020/07/15,0.0,"257,200",1810
0.0,B01460,2020/07/15,0.0,"240,600",1810
0.0,B01696,2020/07/15,0.0,"238,600",1810
0.0,B01708,2020/07/15,0.0,"236,600",1810
0.0,B02035,2020/07/15,0.0,"232,600",1810
0.0,B01540,2020/07/15,0.0,"222,800",1810
0.0,B01749,2020/07/15,0.0,"218,200",1810
0.0,B01511,2020/07/15,0.0,"217,600",1810
0.0,B02142,2020/07/15,0.0,"210,200",1810
0.0,B01350,2020/07/15,0.0,"207,200",1810
0.0,B01909,2020/07/15,0.0,"202,600",1810
0.0,B01971,2020/07/15,0.0,"194,200",1810
0.0,B01814,2020/07/15,0.0,"185,800",1810
0.0,B01601,2020/07/15,0.0,"174,600",1810
0.0,B01769,2020/07/15,0.0,"171,833",1810
0.0,B01415,2020/07/15,0.0,"159,800",1810
0.0,B01372,2020/07/15,0.0,"158,200",1810
0.0,B01240,2020/07/15,0.0,"153,745",1810
0.0,B01646,2020/07/15,0.0,"144,200",1810
0.0,B01543,2020/07/15,0.0,"119,800",1810
0.0,B01341,2020/07/15,0.0,"103,000",1810
0.0,B02047,2020/07/15,0.0,"98,800",1810
0.0,B01941,2020/07/15,0.0,"87,600",1810
0.0,B01806,2020/07/15,0.0,"85,200",1810
0.0,B01745,2020/07/15,0.0,"80,400",1810
0.0,B01963,2020/07/15,0.0,"74,200",1810
0.0,B01684,2020/07/15,0.0,"73,200",1810
0.0,B01615,2020/07/15,0.0,"55,600",1810
0.0,B01927,2020/07/15,0.0,"53,400",1810
0.0,B01665,2020/07/15,0.0,"28,600",1810
0.0,B02093,2020/07/15,0.0,"18,634",1810
11.98,C00010,2020/07/14,0.3800000000000008,"2,571,528,127",9988
3.79,C00019,2020/07/14,-0.14000000000000012,"815,404,341",9988
2.88,C00100,2020/07/14,0.009999999999999787,"619,111,967",9988
0.64,C00039,2020/07/14,-0.16000000000000003,"138,208,888",9988
0.32,C00074,2020/07/14,-0.04999999999999999,"70,586,441",9988
0.32,C00002,2020/07/14,0.0,"69,261,500",9988
0.28,C00033,2020/07/14,-0.009999999999999953,"62,066,941",9988
0.28,B01161,2020/07/14,-0.019999999999999962,"60,176,019",9988
0.25,B01274,2020/07/14,-0.010000000000000009,"55,269,766",9988
0.18,C00093,2020/07/14,-0.010000000000000009,"40,097,747",9988
0.16,B01451,2020/07/14,-0.010000000000000009,"35,303,545",9988
0.13,B01284,2020/07/14,0.0,"30,040,603",9988
0.1,B01130,2020/07/14,0.0,"21,483,874",9988
0.07,B01224,2020/07/14,0.0,"15,045,600",9988
0.05,B01590,2020/07/14,0.0,"10,897,720",9988
0.04,B01376,2020/07/14,0.0,"9,574,928",9988
0.04,B01089,2020/07/14,0.0,"9,049,626",9988
0.03,C00003,2020/07/14,0.0,"7,543,213",9988
0.03,B01955,2020/07/14,0.0,"7,140,620",9988
0.03,B01353,2020/07/14,0.0,"6,810,204",9988
0.03,C00016,2020/07/14,0.0,"6,730,522",9988
0.02,B01086,2020/07/14,-0.009999999999999998,"6,365,008",9988
0.02,C00042,2020/07/14,0.0,"6,249,987",9988
0.02,C00088,2020/07/14,0.0,"5,856,569",9988
0.02,C00015,2020/07/14,0.0,"5,496,134",9988
0.02,B01143,2020/07/14,0.0,"5,272,300",9988
0.02,B01491,2020/07/14,0.0,"5,211,138",9988
0.02,B01668,2020/07/14,0.01,"4,450,380",9988
0.01,B01610,2020/07/14,0.0,"4,229,050",9988
0.01,C00028,2020/07/14,0.0,"3,884,380",9988
0.01,B01565,2020/07/14,-0.01,"3,810,548",9988
0.01,C00037,2020/07/14,0.0,"3,715,900",9988
0.01,B01727,2020/07/14,0.0,"3,602,246",9988
0.01,B01345,2020/07/14,0.0,"3,409,101",9988
0.01,B01842,2020/07/14,0.0,"3,382,577",9988
0.01,C00036,2020/07/14,0.0,"3,358,360",9988
0.01,B01138,2020/07/14,0.01,"3,252,600",9988
0.01,B01148,2020/07/14,0.0,"2,736,500",9988
0.01,B01695,2020/07/14,0.0,"2,653,533",9988
0.01,B01938,2020/07/14,0.01,"2,366,155",9988
0.01,C00058,2020/07/14,0.0,"2,302,600",9988
0.01,B01265,2020/07/14,0.01,"2,297,800",9988
0.01,B01118,2020/07/14,0.0,"2,267,755",9988
0.0,B01228,2020/07/14,0.0,"2,136,700",9988
0.0,B01654,2020/07/14,0.0,"2,131,497",9988
0.0,B01115,2020/07/14,0.0,"1,845,100",9988
0.0,B01826,2020/07/14,0.0,"1,838,606",9988
0.0,B01584,2020/07/14,0.0,"1,611,883",9988
0.0,B01338,2020/07/14,0.0,"1,605,210",9988
0.0,B01183,2020/07/14,0.0,"1,585,063",9988
0.0,C00040,2020/07/14,0.0,"1,574,689",9988
0.0,B01901,2020/07/14,0.0,"1,502,496",9988
0.0,B01323,2020/07/14,0.0,"1,489,400",9988
0.0,B01277,2020/07/14,0.0,"1,312,100",9988
0.0,C00048,2020/07/14,0.0,"1,246,000",9988
0.0,B01825,2020/07/14,0.0,"1,129,300",9988
0.0,B01824,2020/07/14,0.0,"1,116,000",9988
0.0,C00018,2020/07/14,0.0,"1,059,380",9988
0.0,B01929,2020/07/14,0.0,"1,049,500",9988
0.0,B01389,2020/07/14,0.0,"999,500",9988
0.0,B01217,2020/07/14,0.0,"979,800",9988
0.0,B01623,2020/07/14,0.0,"976,400",9988
0.0,C00095,2020/07/14,0.0,"966,240",9988
0.0,B01939,2020/07/14,0.0,"956,000",9988
0.0,B01264,2020/07/14,0.0,"942,500",9988
0.0,B01848,2020/07/14,0.0,"902,100",9988
0.0,B01686,2020/07/14,0.0,"879,800",9988
0.0,B01858,2020/07/14,0.0,"824,000",9988
0.0,B01497,2020/07/14,0.0,"791,500",9988
0.0,B01347,2020/07/14,0.0,"769,690",9988
0.0,B01762,2020/07/14,0.0,"723,600",9988
0.0,C00102,2020/07/14,0.0,"699,100",9988
0.0,B01818,2020/07/14,0.0,"670,733",9988
0.0,B01967,2020/07/14,0.0,"631,200",9988
0.0,B01905,2020/07/14,0.0,"618,800",9988
0.0,B01866,2020/07/14,0.0,"555,900",9988
0.0,B01893,2020/07/14,0.0,"509,800",9988
0.0,B01830,2020/07/14,0.0,"480,400",9988
0.0,B01581,2020/07/14,0.0,"480,100",9988
0.0,B01272,2020/07/14,0.0,"474,300",9988
0.0,B02132,2020/07/14,0.0,"453,100",9988
0.0,B01184,2020/07/14,0.0,"432,600",9988
0.0,B01392,2020/07/14,0.0,"417,100",9988
0.0,B01423,2020/07/14,0.0,"413,500",9988
0.0,B01959,2020/07/14,0.0,"401,200",9988
0.0,B01777,2020/07/14,0.0,"385,500",9988
0.0,C00041,2020/07/14,0.0,"380,800",9988
0.0,B01673,2020/07/14,0.0,"370,300",9988
0.0,B01829,2020/07/14,0.0,"368,699",9988
0.0,B01813,2020/07/14,0.0,"357,600",9988
0.0,B01427,2020/07/14,0.0,"334,900",9988
0.0,B01649,2020/07/14,0.0,"332,400",9988
0.0,B01708,2020/07/14,0.0,"331,100",9988
0.0,B01401,2020/07/14,0.0,"321,100",9988
0.0,B01555,2020/07/14,0.0,"317,600",9988
0.0,B01885,2020/07/14,0.0,"301,100",9988
0.0,B01119,2020/07/14,0.0,"297,900",9988
0.0,B01413,2020/07/14,0.0,"297,700",9988
0.0,B01209,2020/07/14,0.0,"289,520",9988
0.0,B01324,2020/07/14,0.0,"277,000",9988
0.0,B01890,2020/07/14,0.0,"274,400",9988
0.0,B01298,2020/07/14,0.0,"262,300",9988
0.0,B01904,2020/07/14,0.0,"255,437",9988
0.0,B02037,2020/07/14,0.0,"251,900",9988
0.0,B01556,2020/07/14,0.0,"248,110",9988
0.0,B01470,2020/07/14,0.0,"246,200",9988
0.0,B01459,2020/07/14,0.0,"245,700",9988
0.0,B01773,2020/07/14,0.0,"243,700",9988
0.0,B01289,2020/07/14,0.0,"238,378",9988
0.0,B01121,2020/07/14,0.0,"236,642",9988
0.0,B01624,2020/07/14,0.0,"230,200",9988
0.0,B01962,2020/07/14,0.0,"229,500",9988
0.0,B01246,2020/07/14,0.0,"228,000",9988
0.0,B01137,2020/07/14,0.0,"226,000",9988
0.0,B01133,2020/07/14,0.0,"205,828",9988
0.0,B02163,2020/07/14,0.0,"199,000",9988
0.0,B01458,2020/07/14,0.0,"193,400",9988
0.0,B01351,2020/07/14,0.0,"189,600",9988
0.0,B01849,2020/07/14,0.0,"181,500",9988
0.0,B01275,2020/07/14,0.0,"179,600",9988
0.0,B01564,2020/07/14,0.0,"171,200",9988
0.0,B01900,2020/07/14,0.0,"170,200",9988
0.0,B01356,2020/07/14,0.0,"168,600",9988
0.0,B01256,2020/07/14,0.0,"164,500",9988
0.0,B01715,2020/07/14,0.0,"162,600",9988
0.0,B01894,2020/07/14,0.0,"159,800",9988
0.0,B01373,2020/07/14,0.0,"150,700",9988
0.0,B01832,2020/07/14,0.0,"145,400",9988
0.0,B01169,2020/07/14,0.0,"142,900",9988
0.0,B01947,2020/07/14,0.0,"142,700",9988
0.0,B01971,2020/07/14,0.0,"140,800",9988
0.0,B02176,2020/07/14,0.0,"136,100",9988
0.0,B02075,2020/07/14,0.0,"133,500",9988
0.0,B01563,2020/07/14,0.0,"116,400",9988
0.0,B01843,2020/07/14,0.0,"114,000",9988
0.0,B01252,2020/07/14,0.0,"113,000",9988
0.0,B01198,2020/07/14,0.0,"111,800",9988
0.0,B01438,2020/07/14,0.0,"110,423",9988
0.0,B01514,2020/07/14,0.0,"108,100",9988
0.0,B02120,2020/07/14,0.0,"103,100",9988
0.0,B01696,2020/07/14,0.0,"101,600",9988
0.0,B01973,2020/07/14,0.0,"97,900",9988
0.0,B01540,2020/07/14,0.0,"95,400",9988
0.0,B02042,2020/07/14,0.0,"92,300",9988
0.0,B01651,2020/07/14,0.0,"90,700",9988
0.0,B01320,2020/07/14,0.0,"88,700",9988
0.0,B01551,2020/07/14,0.0,"87,900",9988
0.0,B01439,2020/07/14,0.0,"84,600",9988
0.0,B01123,2020/07/14,0.0,"82,800",9988
0.0,B02159,2020/07/14,0.0,"80,242",9988
0.0,B01728,2020/07/14,0.0,"80,000",9988
0.0,B01546,2020/07/14,0.0,"79,400",9988
0.0,B01129,2020/07/14,0.0,"79,300",9988
0.0,B01685,2020/07/14,0.0,"77,500",9988
0.0,B01592,2020/07/14,0.0,"77,300",9988
0.0,B01633,2020/07/14,0.0,"73,900",9988
0.0,B01784,2020/07/14,0.0,"70,300",9988
0.0,B01267,2020/07/14,0.0,"70,200",9988
0.0,B02114,2020/07/14,0.0,"70,200",9988
0.0,B01253,2020/07/14,0.0,"69,000",9988
0.0,B01450,2020/07/14,0.0,"69,000",9988
0.0,B01706,2020/07/14,0.0,"68,400",9988
0.0,B01494,2020/07/14,0.0,"68,300",9988
0.0,B01173,2020/07/14,0.0,"67,100",9988
0.0,B01976,2020/07/14,0.0,"66,600",9988
0.0,B01694,2020/07/14,0.0,"66,500",9988
0.0,B01941,2020/07/14,0.0,"63,366",9988
0.0,B01416,2020/07/14,0.0,"62,800",9988
0.0,B01523,2020/07/14,0.0,"61,521",9988
0.0,B01753,2020/07/14,0.0,"60,800",9988
0.0,B01433,2020/07/14,0.0,"60,700",9988
0.0,B01948,2020/07/14,0.0,"60,100",9988
0.0,B01788,2020/07/14,0.0,"59,600",9988
0.0,B01290,2020/07/14,0.0,"58,600",9988
0.0,B01940,2020/07/14,0.0,"58,000",9988
0.0,B01343,2020/07/14,0.0,"57,700",9988
0.0,B01552,2020/07/14,0.0,"57,000",9988
0.0,B01445,2020/07/14,0.0,"56,100",9988
0.0,B01402,2020/07/14,0.0,"55,900",9988
0.0,B01362,2020/07/14,0.0,"54,800",9988
0.0,B02093,2020/07/14,0.0,"54,711",9988
0.0,B01181,2020/07/14,0.0,"53,500",9988
0.0,B02167,2020/07/14,0.0,"53,000",9988
0.0,B01945,2020/07/14,0.0,"52,900",9988
0.0,B01259,2020/07/14,0.0,"51,700",9988
0.0,B01425,2020/07/14,0.0,"51,100",9988
0.0,B01508,2020/07/14,0.0,"50,600",9988
0.0,B01949,2020/07/14,0.0,"49,600",9988
0.0,B01700,2020/07/14,0.0,"48,600",9988
0.0,B01191,2020/07/14,0.0,"48,200",9988
0.0,B02157,2020/07/14,0.0,"48,100",9988
0.0,B01995,2020/07/14,0.0,"48,000",9988
0.0,C00026,2020/07/14,0.0,"47,500",9988
0.0,B01455,2020/07/14,0.0,"47,000",9988
0.0,B01271,2020/07/14,0.0,"46,500",9988
0.0,B01710,2020/07/14,0.0,"45,100",9988
0.0,B01857,2020/07/14,0.0,"44,100",9988
0.0,B01793,2020/07/14,0.0,"44,000",9988
0.0,B01340,2020/07/14,0.0,"43,305",9988
0.0,B02102,2020/07/14,0.0,"43,250",9988
0.0,B01734,2020/07/14,0.0,"42,500",9988
0.0,B02021,2020/07/14,0.0,"42,200",9988
0.0,B01585,2020/07/14,0.0,"41,500",9988
0.0,B01875,2020/07/14,0.0,"41,200",9988
0.0,B01606,2020/07/14,0.0,"41,100",9988
0.0,B02015,2020/07/14,0.0,"41,100",9988
0.0,B01415,2020/07/14,0.0,"40,700",9988
0.0,B01785,2020/07/14,0.0,"39,000",9988
0.0,B01212,2020/07/14,0.0,"37,400",9988
0.0,B01666,2020/07/14,0.0,"37,000",9988
0.0,B01937,2020/07/14,0.0,"36,500",9988
0.0,B01511,2020/07/14,0.0,"36,200",9988
0.0,B01699,2020/07/14,0.0,"36,200",9988
0.0,B01809,2020/07/14,0.0,"36,100",9988
0.0,B01676,2020/07/14,0.0,"35,800",9988
0.0,B01986,2020/07/14,0.0,"35,100",9988
0.0,B01642,2020/07/14,0.0,"34,400",9988
0.0,B01769,2020/07/14,0.0,"33,153",9988
0.0,B01789,2020/07/14,0.0,"32,445",9988
0.0,B01559,2020/07/14,0.0,"32,400",9988
0.0,B01705,2020/07/14,0.0,"32,400",9988
0.0,B01231,2020/07/14,0.0,"32,358",9988
0.0,B01213,2020/07/14,0.0,"32,200",9988
0.0,B01386,2020/07/14,0.0,"32,200",9988
0.0,B01588,2020/07/14,0.0,"31,200",9988
0.0,B01543,2020/07/14,0.0,"31,000",9988
0.0,B01974,2020/07/14,0.0,"30,700",9988
0.0,B01230,2020/07/14,0.0,"29,800",9988
0.0,B01567,2020/07/14,0.0,"29,700",9988
0.0,B01787,2020/07/14,0.0,"29,100",9988
0.0,B01754,2020/07/14,0.0,"27,000",9988
0.0,B01238,2020/07/14,0.0,"26,700",9988
0.0,B01601,2020/07/14,0.0,"25,100",9988
0.0,B01407,2020/07/14,0.0,"25,099",9988
0.0,B01481,2020/07/14,0.0,"24,930",9988
0.0,B01158,2020/07/14,0.0,"24,800",9988
0.0,B01483,2020/07/14,0.0,"24,600",9988
0.0,B01680,2020/07/14,0.0,"23,800",9988
0.0,B01749,2020/07/14,0.0,"23,800",9988
0.0,B01240,2020/07/14,0.0,"23,308",9988
0.0,B02050,2020/07/14,0.0,"22,900",9988
0.0,B01853,2020/07/14,0.0,"22,500",9988
0.0,B02106,2020/07/14,0.0,"22,000",9988
0.0,B01743,2020/07/14,0.0,"21,800",9988
0.0,B01712,2020/07/14,0.0,"21,600",9988
0.0,B01443,2020/07/14,0.0,"21,500",9988
0.0,B01782,2020/07/14,0.0,"21,400",9988
0.0,B01310,2020/07/14,0.0,"21,200",9988
0.0,B01669,2020/07/14,0.0,"21,200",9988
0.0,B01615,2020/07/14,0.0,"21,000",9988
0.0,B01724,2020/07/14,0.0,"20,900",9988
0.0,B02019,2020/07/14,0.0,"20,500",9988
0.0,B01141,2020/07/14,0.0,"20,400",9988
0.0,B01328,2020/07/14,0.0,"20,300",9988
0.0,B01714,2020/07/14,0.0,"20,300",9988
0.0,B01684,2020/07/14,0.0,"19,700",9988
0.0,B01469,2020/07/14,0.0,"19,600",9988
0.0,B01925,2020/07/14,0.0,"19,500",9988
0.0,B01659,2020/07/14,0.0,"19,200",9988
0.0,B01662,2020/07/14,0.0,"19,200",9988
0.0,B01915,2020/07/14,0.0,"19,000",9988
0.0,B01936,2020/07/14,0.0,"19,000",9988
0.0,B01770,2020/07/14,0.0,"18,800",9988
0.0,B01350,2020/07/14,0.0,"18,700",9988
0.0,B01677,2020/07/14,0.0,"18,300",9988
0.0,B01731,2020/07/14,0.0,"17,900",9988
0.0,B01993,2020/07/14,0.0,"17,800",9988
0.0,B01653,2020/07/14,0.0,"17,500",9988
0.0,B02031,2020/07/14,0.0,"17,300",9988
0.0,B02074,2020/07/14,0.0,"17,300",9988
0.0,B01493,2020/07/14,0.0,"17,200",9988
0.0,B01609,2020/07/14,0.0,"16,900",9988
0.0,B01421,2020/07/14,0.0,"16,700",9988
0.0,B02076,2020/07/14,0.0,"16,600",9988
0.0,B01725,2020/07/14,0.0,"16,500",9988
0.0,B01998,2020/07/14,0.0,"16,500",9988
0.0,B01576,2020/07/14,0.0,"16,400",9988
0.0,B02068,2020/07/14,0.0,"15,500",9988
0.0,B01575,2020/07/14,0.0,"15,300",9988
0.0,B02028,2020/07/14,0.0,"15,200",9988
0.0,B01519,2020/07/14,0.0,"14,800",9988
0.0,B01509,2020/07/14,0.0,"14,500",9988
0.0,B01897,2020/07/14,0.0,"14,300",9988
0.0,B01636,2020/07/14,0.0,"13,900",9988
0.0,B02026,2020/07/14,0.0,"13,800",9988
0.0,B01741,2020/07/14,0.0,"13,600",9988
0.0,B01721,2020/07/14,0.0,"13,500",9988
0.0,B01080,2020/07/14,0.0,"13,400",9988
0.0,B01806,2020/07/14,0.0,"13,400",9988
0.0,B01645,2020/07/14,0.0,"13,300",9988
0.0,B01460,2020/07/14,0.0,"13,100",9988
0.0,C00099,2020/07/14,0.0,"12,800",9988
0.0,B01767,2020/07/14,0.0,"12,700",9988
0.0,B01919,2020/07/14,0.0,"12,100",9988
0.0,B01566,2020/07/14,0.0,"12,000",9988
0.0,B01144,2020/07/14,0.0,"11,500",9988
0.0,B01928,2020/07/14,0.0,"11,500",9988
0.0,B02061,2020/07/14,0.0,"11,500",9988
